log_id,session_id,timestamp,action_type,element_id,duration_sec,error_flag,decision_made
1792,794,2025-01-01 00:28:54,hover,chart_trend,4.183247450616599,0,1
1793,85,2025-01-01 00:37:43,hover,chart_trend,13.583658661985046,0,0
1794,65,2025-01-01 00:01:52,filter,KPI_costs,5.424414584324243,1,0
1795,663,2025-01-01 00:51:27,hover,chart_trend,12.764480706923973,0,0
1796,627,2025-01-01 00:37:43,filter,chart_trend,11.329101101765955,0,1
1797,64,2025-01-01 00:07:06,click,KPI_sales,6.602608994739298,0,1
1798,939,2025-01-01 00:19:18,drill_down,KPI_sales,5.663780588036971,0,0
1799,919,2025-01-01 00:17:46,click,KPI_costs,2.771297103685141,0,1
1800,1182,2025-01-01 00:46:51,click,table_details,4.240427344489774,0,1
1801,491,2025-01-01 00:04:43,click,KPI_costs,3.977251765288551,0,0
1802,313,2025-01-01 00:13:53,drill_down,KPI_sales,1.0,0,0
1803,615,2025-01-01 00:52:49,click,chart_trend,5.940005285315496,0,0
1804,919,2025-01-01 00:52:11,filter,table_details,6.94599926397855,0,0
1805,813,2025-01-01 00:03:49,filter,KPI_sales,27.792631992865637,0,1
1806,940,2025-01-01 00:31:59,filter,KPI_sales,2.66013281446364,1,0
1807,1112,2025-01-01 00:27:46,click,table_details,4.079390107170774,0,1
1808,680,2025-01-01 00:06:24,filter,table_details,6.421479291829855,1,1
1809,435,2025-01-01 00:02:38,hover,KPI_costs,15.340492249198089,0,1
1810,682,2025-01-01 00:13:43,click,table_details,2.386863818790272,0,0
1811,1159,2025-01-01 00:41:58,drill_down,table_details,2.1358081686197425,0,1
1812,1074,2025-01-01 00:03:27,click,chart_trend,6.072293418280609,0,1
1813,340,2025-01-01 00:02:53,filter,KPI_costs,1.1009118533246736,0,0
1814,347,2025-01-01 00:30:23,drill_down,table_details,9.537071881970217,0,1
1815,646,2025-01-01 00:18:24,hover,KPI_costs,15.716676238866789,0,1
1816,649,2025-01-01 00:17:21,click,table_details,1.0,0,0
1817,245,2025-01-01 00:16:56,drill_down,KPI_sales,1.7350232828721253,0,1
1818,109,2025-01-01 00:11:47,click,KPI_sales,6.923233097355301,0,0
1819,533,2025-01-01 00:56:02,filter,KPI_costs,14.072372998458723,0,0
1820,1114,2025-01-01 00:23:03,drill_down,KPI_sales,5.387934184550106,0,0
1821,296,2025-01-01 00:31:31,click,KPI_sales,12.272889790147593,0,1
1822,112,2025-01-01 00:21:42,drill_down,table_details,4.388925572773025,0,1
1823,343,2025-01-01 00:50:22,click,chart_trend,3.9221037444781817,0,1
1824,101,2025-01-01 00:40:44,filter,table_details,1.6037492269330968,0,1
1825,629,2025-01-01 00:50:21,drill_down,chart_trend,1.3151674172486325,0,0
1826,28,2025-01-01 00:46:53,filter,KPI_costs,10.94051378963,0,0
1827,937,2025-01-01 00:53:33,click,chart_trend,1.4844665183937675,0,0
1828,58,2025-01-01 00:11:16,click,KPI_costs,4.19047589691779,0,1
1829,297,2025-01-01 00:42:44,drill_down,chart_trend,6.2996903195641725,0,1
1830,134,2025-01-01 00:55:22,hover,KPI_sales,2.456503970576713,0,0
1831,249,2025-01-01 00:11:01,filter,KPI_sales,14.289434938204218,0,0
1832,1021,2025-01-01 00:26:03,filter,KPI_costs,4.150422538403133,0,1
1833,550,2025-01-01 00:21:00,drill_down,chart_trend,3.7822355416850715,0,0
1834,902,2025-01-01 00:53:23,filter,KPI_sales,1.569843347406224,0,0
1835,1099,2025-01-01 00:39:13,click,KPI_costs,1.9856181833544244,0,1
1836,834,2025-01-01 00:05:57,drill_down,chart_trend,2.7543543069029948,0,0
1837,1192,2025-01-01 00:21:48,click,KPI_sales,3.438009906295308,0,0
1838,771,2025-01-01 00:21:56,drill_down,table_details,9.666465794967294,1,1
1839,146,2025-01-01 00:53:54,filter,chart_trend,44.806946766619795,0,1
1840,893,2025-01-01 00:06:58,filter,KPI_costs,5.650804053210779,0,1
1841,344,2025-01-01 00:24:51,filter,table_details,9.77582387617098,0,1
1842,1059,2025-01-01 00:10:41,click,table_details,2.2346255961200034,0,0
1843,702,2025-01-01 00:26:33,filter,KPI_costs,23.51428036835922,0,1
1844,1,2025-01-01 00:08:26,drill_down,table_details,13.302314494587971,1,1
1845,153,2025-01-01 00:28:01,click,KPI_costs,9.243396801634189,0,0
1846,429,2025-01-01 00:25:01,filter,KPI_sales,3.007944098805768,0,0
1847,508,2025-01-01 00:23:05,click,KPI_costs,1.0,0,1
1848,1150,2025-01-01 00:05:11,filter,table_details,27.592490621772505,0,0
1849,491,2025-01-01 00:27:37,click,table_details,10.333794754233832,0,1
1850,345,2025-01-01 00:45:51,drill_down,chart_trend,1.174763705701791,0,0
1851,221,2025-01-01 00:04:04,click,table_details,6.420882656846662,0,0
1852,723,2025-01-01 00:07:56,drill_down,KPI_sales,7.553590496519353,0,1
1853,1049,2025-01-01 00:10:14,drill_down,KPI_costs,4.688011343480368,0,0
1854,528,2025-01-01 00:41:23,drill_down,KPI_costs,5.105679718705629,0,0
1855,841,2025-01-01 00:04:09,drill_down,table_details,6.317077781071057,0,0
1856,1066,2025-01-01 00:51:33,click,KPI_sales,12.935972595926215,0,1
1857,481,2025-01-01 00:42:04,hover,KPI_costs,13.357337088476706,1,0
1858,930,2025-01-01 00:26:35,click,chart_trend,25.871556322555783,0,1
1859,872,2025-01-01 00:29:33,filter,KPI_sales,1.5089722646689185,0,0
1860,345,2025-01-01 00:32:09,click,chart_trend,1.0,0,1
1861,45,2025-01-01 00:31:15,drill_down,chart_trend,7.543949579417584,0,1
1862,21,2025-01-01 00:08:30,drill_down,KPI_costs,9.734728198087845,0,1
1863,1094,2025-01-01 00:56:47,drill_down,KPI_sales,3.323441137025125,0,0
1864,873,2025-01-01 00:27:49,click,table_details,33.517334015272105,0,1
1865,48,2025-01-01 00:31:12,click,KPI_costs,14.720602967752612,0,0
1866,551,2025-01-01 00:12:53,drill_down,chart_trend,5.436036180759631,0,0
1867,287,2025-01-01 00:22:45,hover,KPI_costs,10.304636022366124,0,0
1868,1002,2025-01-01 00:56:49,click,KPI_costs,4.827310937806893,0,0
1869,1034,2025-01-01 00:59:11,hover,chart_trend,1.7813727655387355,0,0
1870,542,2025-01-01 00:15:23,filter,KPI_costs,1.3888145279933224,0,0
1871,756,2025-01-01 00:51:53,drill_down,table_details,2.7396903533106793,0,1
1872,274,2025-01-01 00:01:13,filter,chart_trend,18.08616011022248,0,1
1873,956,2025-01-01 00:13:28,drill_down,KPI_sales,3.7694200687485635,0,0
1874,600,2025-01-01 00:47:58,hover,chart_trend,18.976054294015956,0,0
1875,381,2025-01-01 00:17:25,click,table_details,12.80014234805414,0,0
1876,479,2025-01-01 00:37:47,click,KPI_sales,7.469852340585971,0,0
1877,15,2025-01-01 00:35:26,drill_down,chart_trend,18.217106384106142,1,1
1878,516,2025-01-01 00:03:54,click,chart_trend,1.680468379928127,0,0
1879,191,2025-01-01 00:36:44,filter,KPI_costs,1.0,0,0
1880,1192,2025-01-01 00:39:34,click,KPI_sales,11.102364725672928,0,0
1881,621,2025-01-01 00:53:05,filter,table_details,18.866155154169427,0,1
1882,1161,2025-01-01 00:10:41,click,table_details,3.8643131535925246,0,0
1883,154,2025-01-01 00:10:20,click,chart_trend,1.0,0,0
1884,272,2025-01-01 00:16:24,filter,KPI_costs,11.630801128731337,0,1
1885,143,2025-01-01 00:21:38,click,table_details,3.63227877986437,0,0
1886,1093,2025-01-01 00:57:32,drill_down,KPI_costs,7.047802479207415,0,0
1887,247,2025-01-01 00:51:31,click,KPI_sales,1.8796738981727659,0,0
1888,788,2025-01-01 00:54:40,drill_down,KPI_costs,9.148534316813686,0,0
1889,79,2025-01-01 00:44:13,filter,KPI_costs,6.072528228641223,0,0
1890,623,2025-01-01 00:26:57,filter,chart_trend,1.0,1,1
1891,525,2025-01-01 00:48:31,filter,table_details,1.0,0,1
1892,772,2025-01-01 00:46:36,click,KPI_sales,4.606231485604197,0,0
1893,938,2025-01-01 00:29:55,drill_down,table_details,1.4323966454567303,1,0
1894,1119,2025-01-01 00:53:51,hover,KPI_sales,18.8847521001842,0,1
1895,617,2025-01-01 00:49:22,filter,KPI_sales,1.0,0,0
1896,1032,2025-01-01 00:49:06,click,table_details,10.075484436616797,0,1
1897,67,2025-01-01 00:50:45,drill_down,KPI_sales,3.4456590850944524,0,1
1898,191,2025-01-01 00:14:19,drill_down,table_details,21.863447555841635,0,0
1899,768,2025-01-01 00:43:40,drill_down,KPI_costs,1.1410922890911468,0,0
1900,521,2025-01-01 00:34:45,hover,KPI_sales,12.030696425990422,0,0
1901,990,2025-01-01 00:36:05,filter,table_details,25.59757691285923,0,1
1902,1141,2025-01-01 00:40:37,click,KPI_costs,25.167787647828735,0,0
1903,267,2025-01-01 00:45:27,click,KPI_costs,2.3679029775563016,0,0
1904,485,2025-01-01 00:06:16,filter,KPI_costs,2.8131263227067054,0,0
1905,1188,2025-01-01 00:48:16,drill_down,KPI_costs,1.2953070947309469,0,1
1906,376,2025-01-01 00:31:37,click,KPI_sales,3.729845083786684,0,1
1907,653,2025-01-01 00:06:15,click,table_details,9.168019028613262,0,0
1908,549,2025-01-01 00:26:44,hover,table_details,1.0,1,0
1909,1098,2025-01-01 00:09:54,click,KPI_costs,8.405608236654588,1,0
1910,73,2025-01-01 00:46:34,filter,chart_trend,1.0,0,0
1911,308,2025-01-01 00:17:45,click,chart_trend,8.806594000092241,1,0
1912,199,2025-01-01 00:59:01,click,chart_trend,14.682124397589266,0,1
1913,1154,2025-01-01 00:33:27,filter,chart_trend,3.572306509282582,0,0
1914,572,2025-01-01 00:41:45,hover,KPI_costs,4.17541992155714,0,0
1915,791,2025-01-01 00:53:21,drill_down,chart_trend,10.405395040092706,0,0
1916,1175,2025-01-01 00:17:31,click,chart_trend,13.255290338207136,0,0
1917,179,2025-01-01 00:46:28,filter,KPI_costs,63.585925916585,1,0
1918,197,2025-01-01 00:10:28,drill_down,table_details,6.222833113017017,0,0
1919,735,2025-01-01 00:39:33,click,table_details,15.4252323633963,0,1
1920,89,2025-01-01 00:25:32,click,KPI_sales,1.0,0,1
1921,799,2025-01-01 00:44:26,hover,table_details,1.0,0,0
1922,788,2025-01-01 00:39:32,drill_down,KPI_sales,16.347412662150944,0,0
1923,748,2025-01-01 00:30:30,filter,KPI_sales,3.804088328872809,0,1
1924,209,2025-01-01 00:19:43,filter,KPI_sales,2.0500526630566416,0,0
1925,493,2025-01-01 00:42:43,filter,table_details,4.15670524935734,0,1
1926,1154,2025-01-01 00:12:25,filter,KPI_costs,5.965941469067325,1,0
1927,665,2025-01-01 00:21:17,filter,KPI_costs,3.133791571352995,0,0
1928,1037,2025-01-01 00:32:31,click,table_details,1.7617237023552015,0,0
1929,871,2025-01-01 00:38:15,click,KPI_sales,1.0,0,0
1930,732,2025-01-01 00:57:04,hover,chart_trend,11.673961634466867,0,0
1931,1130,2025-01-01 00:40:45,click,KPI_costs,18.74524183747722,0,1
1932,698,2025-01-01 00:43:49,filter,chart_trend,1.0,0,0
1933,1123,2025-01-01 00:37:30,hover,chart_trend,3.4396753656640096,0,1
1934,594,2025-01-01 00:22:05,click,chart_trend,17.854418300846344,0,0
1935,886,2025-01-01 00:19:31,click,table_details,1.0,0,1
1936,852,2025-01-01 00:03:40,hover,KPI_sales,10.51862539078792,0,0
1937,325,2025-01-01 00:48:34,drill_down,table_details,2.230273703412766,0,0
1938,979,2025-01-01 00:31:11,drill_down,KPI_sales,11.863621759334592,0,0
1939,956,2025-01-01 00:38:30,filter,KPI_sales,9.097074598504582,0,1
1940,894,2025-01-01 00:39:03,click,chart_trend,22.670242044971605,0,0
1941,144,2025-01-01 00:56:26,filter,chart_trend,2.929447749141116,0,0
1942,384,2025-01-01 00:51:07,drill_down,KPI_costs,1.314821783073584,0,1
1943,216,2025-01-01 00:38:59,click,table_details,5.466168834668248,0,1
1944,324,2025-01-01 00:11:23,click,KPI_costs,33.506624556454945,0,0
1945,1039,2025-01-01 00:14:35,click,KPI_sales,1.0,0,0
1946,217,2025-01-01 00:17:34,click,table_details,1.5717776266673618,0,0
1947,951,2025-01-01 00:51:55,hover,table_details,15.574820873115252,0,1
1948,183,2025-01-01 00:32:42,drill_down,KPI_costs,9.274537775495533,0,0
1949,270,2025-01-01 00:43:22,click,table_details,4.42580529867016,1,0
1950,945,2025-01-01 00:53:25,drill_down,chart_trend,5.444342341506095,0,0
1951,870,2025-01-01 00:05:48,click,chart_trend,2.3636004055197883,1,0
1952,467,2025-01-01 00:03:38,hover,chart_trend,26.25644770344718,0,0
1953,305,2025-01-01 00:17:02,drill_down,KPI_sales,3.3609379391424725,0,1
1954,1168,2025-01-01 00:07:29,drill_down,KPI_costs,3.8225791117632877,0,0
1955,111,2025-01-01 00:08:23,click,chart_trend,5.064972017936552,1,0
1956,1014,2025-01-01 00:01:25,click,KPI_sales,1.9228108968340305,0,0
1957,232,2025-01-01 00:55:22,click,KPI_sales,1.7500957862847932,0,0
1958,595,2025-01-01 00:21:28,click,KPI_costs,7.343145031299025,0,1
1959,173,2025-01-01 00:08:42,drill_down,chart_trend,11.922561384478183,0,0
1960,973,2025-01-01 00:52:31,click,table_details,11.1600913821878,0,1
1961,1031,2025-01-01 00:41:48,filter,KPI_sales,6.6705353028875125,0,1
1962,1179,2025-01-01 00:51:01,filter,table_details,8.149266329712734,0,0
1963,546,2025-01-01 00:10:29,click,KPI_sales,6.635253018589997,0,1
1964,548,2025-01-01 00:38:19,click,chart_trend,16.630892251076915,0,0
1965,518,2025-01-01 00:00:17,drill_down,KPI_sales,3.920847651769246,0,0
1966,914,2025-01-01 00:55:27,click,KPI_sales,1.0526728640525023,0,1
1967,215,2025-01-01 00:21:08,click,KPI_costs,4.574456159338909,0,0
1968,134,2025-01-01 00:19:36,drill_down,KPI_costs,16.370633914460328,0,0
1969,285,2025-01-01 00:27:12,filter,table_details,18.48348624649794,0,0
1970,1150,2025-01-01 00:08:19,drill_down,KPI_costs,7.122795695783409,0,0
1971,686,2025-01-01 00:07:37,drill_down,KPI_costs,1.0,1,0
1972,1176,2025-01-01 00:01:54,drill_down,table_details,10.251310408507731,0,0
1973,331,2025-01-01 00:12:32,click,table_details,8.46855796725866,0,0
1974,1139,2025-01-01 00:12:48,filter,KPI_costs,4.807297302245764,0,0
1975,894,2025-01-01 00:41:34,drill_down,chart_trend,1.423458191331224,0,1
1976,899,2025-01-01 00:40:00,drill_down,KPI_sales,7.46071001649864,0,1
1977,1099,2025-01-01 00:44:32,filter,chart_trend,5.266890557884555,0,1
1978,1190,2025-01-01 00:31:10,filter,chart_trend,1.0,1,0
1979,78,2025-01-01 00:43:08,drill_down,KPI_costs,4.05741080513615,0,1
1980,947,2025-01-01 00:05:21,click,chart_trend,22.335260376859026,0,0
1981,688,2025-01-01 00:58:50,drill_down,KPI_sales,4.2411279588282245,0,0
1982,21,2025-01-01 00:32:52,click,chart_trend,4.488728912516628,0,1
1983,566,2025-01-01 00:03:45,drill_down,table_details,6.521353575798105,0,1
1984,827,2025-01-01 00:06:00,filter,chart_trend,2.8206203146206033,0,1
1985,179,2025-01-01 00:25:54,filter,KPI_costs,1.0,0,0
1986,1136,2025-01-01 00:13:53,filter,chart_trend,7.355667065499703,0,0
1987,1083,2025-01-01 00:01:51,click,chart_trend,5.466710619992659,0,0
1988,905,2025-01-01 00:03:31,drill_down,table_details,9.196937049504335,0,0
1989,669,2025-01-01 00:20:56,click,KPI_costs,5.176407531889742,0,0
1990,191,2025-01-01 00:15:47,click,KPI_sales,2.273078887318276,0,0
1991,708,2025-01-01 00:02:38,click,KPI_costs,3.8809284711647014,0,0
1992,1059,2025-01-01 00:43:39,click,KPI_costs,1.0,0,0
1993,379,2025-01-01 00:31:48,click,chart_trend,1.3487973246168912,0,0
1994,387,2025-01-01 00:22:27,click,KPI_costs,12.334570595827953,1,0
1995,237,2025-01-01 00:52:44,filter,KPI_costs,21.46750227769834,0,0
1996,616,2025-01-01 00:21:11,filter,KPI_sales,3.6345728207752686,0,0
1997,283,2025-01-01 00:45:17,drill_down,chart_trend,20.98833415198585,0,0
1998,1,2025-01-01 00:53:32,click,KPI_sales,8.073189085467787,0,0
1999,464,2025-01-01 00:15:10,click,KPI_sales,2.6331974092823818,0,0
2000,967,2025-01-01 00:51:10,click,KPI_costs,7.325409611052594,0,0
2001,172,2025-01-01 00:40:51,drill_down,KPI_sales,13.206889634470421,0,0
2002,1111,2025-01-01 00:06:43,filter,table_details,12.32851214271298,0,0
2003,1147,2025-01-01 00:30:41,filter,KPI_sales,17.309672217735645,0,0
2004,843,2025-01-01 00:44:08,click,KPI_costs,12.378619359863952,0,1
2005,690,2025-01-01 00:28:10,click,KPI_costs,9.513782721664445,0,0
2006,575,2025-01-01 00:58:05,click,chart_trend,3.872188022877865,0,0
2007,165,2025-01-01 00:24:23,drill_down,KPI_costs,1.5850436393778373,1,0
2008,383,2025-01-01 00:20:56,click,KPI_costs,1.0,1,0
2009,209,2025-01-01 00:03:12,hover,table_details,13.399103035919287,0,0
2010,224,2025-01-01 00:18:42,hover,KPI_costs,11.644532038359221,0,0
2011,3,2025-01-01 00:32:54,filter,chart_trend,17.987583145381688,0,0
2012,372,2025-01-01 00:53:04,hover,KPI_sales,1.0,0,1
2013,611,2025-01-01 00:27:22,click,KPI_costs,8.069524357546594,0,0
2014,116,2025-01-01 00:55:52,click,chart_trend,10.197109582914788,0,1
2015,447,2025-01-01 00:16:39,click,KPI_costs,4.255783017048645,0,0
2016,415,2025-01-01 00:28:59,click,KPI_sales,6.064435390408186,1,1
2017,1119,2025-01-01 00:08:42,click,KPI_sales,5.4902692909083335,0,0
2018,892,2025-01-01 00:05:49,filter,KPI_costs,4.566630542493472,0,0
2019,1048,2025-01-01 00:39:23,click,KPI_costs,2.746871210195233,0,0
2020,663,2025-01-01 00:29:00,filter,chart_trend,36.0848460886065,0,0
2021,1074,2025-01-01 00:49:50,click,KPI_sales,17.190050634128514,0,0
2022,718,2025-01-01 00:32:24,click,KPI_costs,12.355726965074666,0,0
2023,1103,2025-01-01 00:59:31,drill_down,KPI_costs,14.754535332941739,0,0
2024,1051,2025-01-01 00:26:00,drill_down,KPI_costs,14.528835292325986,0,0
2025,271,2025-01-01 00:49:20,drill_down,KPI_costs,1.0,0,0
2026,562,2025-01-01 00:10:51,hover,chart_trend,6.840771156356485,0,0
2027,804,2025-01-01 00:10:34,filter,table_details,5.089668729967121,0,1
2028,247,2025-01-01 00:50:58,drill_down,chart_trend,1.7725579081048712,0,0
2029,387,2025-01-01 00:58:27,click,KPI_sales,2.421953822348364,0,1
2030,702,2025-01-01 00:59:54,filter,KPI_sales,1.2186956457945528,0,1
2031,559,2025-01-01 00:30:01,filter,table_details,5.128873485038798,0,0
2032,973,2025-01-01 00:09:52,filter,chart_trend,2.3692452491255938,0,1
2033,984,2025-01-01 00:41:31,drill_down,table_details,1.9114763698035229,0,1
2034,352,2025-01-01 00:44:28,drill_down,table_details,6.3652176538651535,0,0
2035,753,2025-01-01 00:20:31,drill_down,KPI_sales,1.912644572408447,0,1
2036,781,2025-01-01 00:12:35,click,chart_trend,7.125279011924075,0,1
2037,1025,2025-01-01 00:21:39,click,KPI_costs,1.3524566661483883,0,0
2038,546,2025-01-01 00:08:16,filter,KPI_costs,9.783152515408673,0,0
2039,79,2025-01-01 00:12:52,filter,table_details,2.890065230857723,0,0
2040,334,2025-01-01 00:56:08,click,chart_trend,11.530969490492042,1,0
2041,889,2025-01-01 00:40:21,hover,KPI_costs,12.737479244085396,1,0
2042,1122,2025-01-01 00:26:38,hover,KPI_costs,34.032263015318186,0,1
2043,1106,2025-01-01 00:03:03,drill_down,chart_trend,1.0,0,0
2044,502,2025-01-01 00:00:31,click,KPI_costs,13.281586282594164,0,0
2045,765,2025-01-01 00:04:42,filter,KPI_sales,5.260536964480232,0,1
2046,921,2025-01-01 00:13:55,filter,KPI_costs,1.0475181798038367,0,0
2047,550,2025-01-01 00:48:40,filter,KPI_sales,11.340670626769144,0,1
2048,14,2025-01-01 00:24:15,click,table_details,1.0,0,0
2049,392,2025-01-01 00:59:50,filter,chart_trend,16.18029756065255,0,0
2050,310,2025-01-01 00:11:25,drill_down,KPI_sales,8.00559563253174,0,0
2051,386,2025-01-01 00:07:41,hover,KPI_costs,1.6727700721705077,0,0
2052,974,2025-01-01 00:14:30,filter,KPI_sales,9.137675589884404,0,0
2053,1118,2025-01-01 00:50:31,hover,KPI_costs,1.4646430852875307,0,0
2054,1117,2025-01-01 00:06:07,hover,KPI_costs,6.666915114949089,0,0
2055,340,2025-01-01 00:45:05,filter,KPI_sales,1.0,0,0
2056,597,2025-01-01 00:55:23,drill_down,KPI_costs,22.14714424270812,0,1
2057,757,2025-01-01 00:02:45,click,KPI_sales,1.0,0,0
2058,1046,2025-01-01 00:50:47,filter,table_details,11.084528461407569,0,0
2059,291,2025-01-01 00:28:48,click,table_details,9.766612965223658,0,0
2060,306,2025-01-01 00:10:01,click,table_details,8.43443797992764,1,0
2061,634,2025-01-01 00:57:22,drill_down,table_details,1.0,0,0
2062,1152,2025-01-01 00:52:54,drill_down,KPI_costs,8.525551352401154,0,1
2063,625,2025-01-01 00:44:01,click,chart_trend,7.590832582100128,0,0
2064,939,2025-01-01 00:36:13,filter,chart_trend,8.011160832457266,0,0
2065,848,2025-01-01 00:00:37,filter,KPI_sales,6.182512508067905,0,1
2066,442,2025-01-01 00:05:47,filter,table_details,3.209202919418686,0,0
2067,503,2025-01-01 00:20:36,click,table_details,2.1342323558655663,0,1
2068,130,2025-01-01 00:56:30,drill_down,KPI_sales,4.875109512728336,0,0
2069,1156,2025-01-01 00:33:41,click,chart_trend,3.887933025530667,0,1
2070,597,2025-01-01 00:46:24,click,chart_trend,9.310813697856682,0,0
2071,862,2025-01-01 00:12:13,drill_down,table_details,2.52502773154246,0,0
2072,593,2025-01-01 00:07:05,drill_down,table_details,12.55024830650843,0,0
2073,999,2025-01-01 00:21:10,hover,chart_trend,31.243103311652877,0,0
2074,325,2025-01-01 00:10:47,drill_down,table_details,9.593229091304684,0,1
2075,1093,2025-01-01 00:38:53,click,table_details,5.74478351666668,0,0
2076,448,2025-01-01 00:55:02,filter,table_details,1.503496877447789,1,1
2077,819,2025-01-01 00:05:19,hover,chart_trend,32.19801406708114,0,0
2078,1189,2025-01-01 00:08:31,click,table_details,2.5473944523222394,0,1
2079,709,2025-01-01 00:59:52,hover,table_details,6.721613408798158,0,0
2080,265,2025-01-01 00:37:52,click,table_details,4.67438059563072,0,0
2081,612,2025-01-01 00:42:33,drill_down,KPI_costs,1.7783432660626817,0,0
2082,832,2025-01-01 00:52:58,click,KPI_sales,12.142806427116051,0,0
2083,674,2025-01-01 00:28:42,drill_down,KPI_sales,1.0031756536663423,1,1
2084,157,2025-01-01 00:29:16,click,table_details,4.494506244094497,0,0
2085,251,2025-01-01 00:29:37,click,chart_trend,1.8996562179984244,0,1
2086,878,2025-01-01 00:46:29,drill_down,KPI_sales,6.380641361940161,0,0
2087,530,2025-01-01 00:56:42,filter,table_details,15.7748678739106,0,1
2088,327,2025-01-01 00:51:16,drill_down,table_details,17.716312873501508,0,0
2089,961,2025-01-01 00:41:55,filter,KPI_sales,6.04868284519891,0,1
2090,895,2025-01-01 00:25:39,hover,KPI_costs,2.212620257577131,0,1
2091,97,2025-01-01 00:15:37,click,KPI_costs,3.869146255993509,1,1
2092,513,2025-01-01 00:12:44,drill_down,KPI_sales,9.337584525586733,0,0
2093,216,2025-01-01 00:36:50,hover,table_details,2.7154334856804385,0,0
2094,1156,2025-01-01 00:10:52,filter,KPI_costs,1.332757113294156,0,1
2095,125,2025-01-01 00:49:08,hover,chart_trend,2.608913899169388,0,0
2096,1106,2025-01-01 00:47:35,drill_down,KPI_sales,1.036420877040318,0,0
2097,59,2025-01-01 00:35:29,filter,KPI_costs,2.5909574377047986,0,0
2098,161,2025-01-01 00:08:00,filter,KPI_costs,1.0,0,1
2099,284,2025-01-01 00:08:35,drill_down,KPI_sales,1.0,0,0
2100,106,2025-01-01 00:27:43,hover,table_details,15.640210671436302,0,1
2101,1129,2025-01-01 00:03:06,filter,KPI_sales,1.57055756434676,0,0
2102,228,2025-01-01 00:02:25,click,chart_trend,14.852402996927333,0,0
2103,318,2025-01-01 00:16:45,click,table_details,43.92899278034179,0,0
2104,802,2025-01-01 00:02:31,filter,KPI_costs,3.9606490713282496,0,1
2105,874,2025-01-01 00:23:06,click,table_details,4.750543677679592,0,1
2106,472,2025-01-01 00:01:32,filter,KPI_sales,2.6946587848625456,0,0
2107,1080,2025-01-01 00:51:42,drill_down,table_details,1.0153472078274883,0,1
2108,625,2025-01-01 00:30:49,filter,KPI_costs,8.104397637874335,0,0
2109,13,2025-01-01 00:43:07,filter,KPI_costs,15.072676207192574,0,1
2110,1042,2025-01-01 00:44:56,click,KPI_costs,8.854495834320396,0,1
2111,694,2025-01-01 00:10:01,drill_down,KPI_costs,1.0,0,0
2112,973,2025-01-01 00:00:48,filter,KPI_sales,7.465187414033427,0,0
2113,113,2025-01-01 00:31:42,click,KPI_sales,8.157258739286693,1,0
2114,229,2025-01-01 00:55:29,filter,chart_trend,9.36299656243732,0,0
2115,171,2025-01-01 00:59:49,click,KPI_sales,1.0,0,0
2116,295,2025-01-01 00:43:08,filter,KPI_costs,9.581528355206283,0,0
2117,189,2025-01-01 00:58:01,drill_down,chart_trend,7.423795054673277,0,1
2118,426,2025-01-01 00:36:43,click,table_details,16.206779489026054,0,1
2119,977,2025-01-01 00:12:54,hover,KPI_sales,1.4440138251141186,0,1
2120,1103,2025-01-01 00:09:05,filter,KPI_sales,1.0,0,1
2121,658,2025-01-01 00:24:23,filter,chart_trend,13.407993679401853,1,0
2122,919,2025-01-01 00:21:00,click,KPI_sales,1.0,0,1
2123,499,2025-01-01 00:10:49,drill_down,KPI_sales,3.8260661017418687,0,0
2124,762,2025-01-01 00:57:19,filter,KPI_sales,16.255542532672422,1,0
2125,866,2025-01-01 00:50:48,drill_down,KPI_costs,2.6088669021878914,0,0
2126,826,2025-01-01 00:33:43,click,chart_trend,4.662741563052194,0,1
2127,71,2025-01-01 00:18:00,drill_down,chart_trend,7.619333279678093,0,0
2128,248,2025-01-01 00:02:54,hover,KPI_costs,8.154258269225357,0,1
2129,146,2025-01-01 00:20:37,click,chart_trend,7.213047165396563,0,0
2130,582,2025-01-01 00:34:34,hover,table_details,1.0,0,1
2131,470,2025-01-01 00:32:21,filter,KPI_sales,12.055501809984074,0,1
2132,193,2025-01-01 00:19:02,click,KPI_costs,12.676252146567602,0,1
2133,1092,2025-01-01 00:02:26,click,table_details,1.0,0,0
2134,494,2025-01-01 00:14:27,click,KPI_costs,10.76595844253521,0,1
2135,52,2025-01-01 00:38:32,click,KPI_costs,5.607769994055401,0,1
2136,882,2025-01-01 00:57:54,click,chart_trend,1.0,0,1
2137,363,2025-01-01 00:38:25,click,table_details,9.478191159930962,0,0
2138,917,2025-01-01 00:31:23,click,table_details,4.9415061580945965,0,0
2139,474,2025-01-01 00:54:20,click,KPI_costs,1.0834705617668379,0,0
2140,521,2025-01-01 00:47:54,click,KPI_costs,1.5471690945132621,0,0
2141,691,2025-01-01 00:12:22,hover,table_details,11.342966963247223,0,0
2142,1152,2025-01-01 00:25:22,hover,KPI_costs,23.244990619205467,0,1
2143,532,2025-01-01 00:11:49,drill_down,chart_trend,1.4328939285043503,0,0
2144,840,2025-01-01 00:55:10,click,chart_trend,4.118253242204003,1,1
2145,1089,2025-01-01 00:22:30,click,chart_trend,3.0815545010351952,0,1
2146,241,2025-01-01 00:18:13,click,KPI_costs,7.070149584002578,0,1
2147,536,2025-01-01 00:32:32,click,KPI_sales,1.7378371378608521,0,0
2148,83,2025-01-01 00:51:36,hover,table_details,6.921451057740965,0,0
